date,advertiser_id,campaign,channel,channel_kind,ad_group,impressions,clicks,spend_krw,mql
2026-05-06,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,17469,169,157527,8
2026-05-06,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,12035,118,102106,5
2026-05-06,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,12059,111,113384,4
2026-05-06,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,31348,289,261866,11
2026-05-06,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,25180,206,195018,8
2026-05-06,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,14280,126,108923,6
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,16451,158,146260,8
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,18535,168,150090,8
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,9323,83,81766,4
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,15512,149,116410,7
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,14066,143,111079,6
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,13423,124,97361,6
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,29221,234,220535,8
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,12768,131,125333,6
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,13342,132,121183,5
2026-05-07,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,19275,162,141218,8
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,28620,289,267647,30
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,61371,550,453956,68
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,42617,388,315423,41
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,28557,251,198895,25
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,51318,401,310515,39
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,34101,328,313367,38
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,27634,245,215869,27
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,83840,652,631053,77
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,27853,234,214968,23
2026-05-08,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,73148,602,464915,59
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,11247,89,74053,4
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,7056,61,61883,2
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,11358,98,93741,5
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,11087,93,77650,3
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,11633,102,85029,4
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,4538,44,40555,1
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,7027,70,62787,3
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,20488,165,144209,6
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,7775,70,62502,3
2026-05-09,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,11329,103,92548,5
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,16586,127,109743,5
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,7476,69,66851,3
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,5447,55,55672,2
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,7734,66,55664,2
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,13910,126,101431,5
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,5934,48,44026,1
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,11221,112,104093,5
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,11671,114,97968,5
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,7670,59,48777,2
2026-05-10,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,14273,124,104290,4
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,9199,89,89626,3
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,14687,133,126648,6
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,25706,215,200947,7
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,19509,166,148181,7
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,11708,105,85807,4
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,17722,158,142888,6
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,24649,245,244838,12
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,17029,172,144402,8
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,15410,119,113092,4
2026-05-11,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,24902,232,197828,11
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,20230,162,158590,6
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,13275,111,92348,4
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,19409,155,149246,5
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,18550,183,148809,9
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,10218,80,76909,3
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,15801,135,104400,6
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,26119,226,215848,11
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,20559,174,141836,8
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,12961,125,104943,6
2026-05-12,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,21604,186,162835,8
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,14252,134,117558,6
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,17798,173,155006,7
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,14265,131,117141,6
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,17729,137,130325,5
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,16029,160,139089,6
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,5940,57,48032,2
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,18133,154,153924,8
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,25317,208,169282,10
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,12632,117,110845,5
2026-05-13,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,20475,196,172040,9
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,17011,155,139041,8
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,18483,157,147674,6
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,22424,207,184719,11
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,13375,137,122071,4
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,15769,146,119769,6
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,20049,173,134815,8
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,23533,239,225816,11
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,16116,156,152492,7
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,24732,219,189808,8
2026-05-14,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,16973,166,137660,7
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,20268,171,144568,8
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,24629,227,222825,11
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,20898,161,154172,7
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,18952,186,163498,7
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,17879,182,164146,7
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,13111,121,106746,5
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,18511,160,148387,6
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,41325,351,300638,13
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,19494,184,153198,7
2026-05-15,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,25887,240,187367,11
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,10415,89,74217,4
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,8752,76,72522,3
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,7348,57,53427,2
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,7817,75,58143,3
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,8188,78,65218,3
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,6598,59,50270,2
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,7887,69,68669,2
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,11524,116,102642,5
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,7359,72,64091,2
2026-05-16,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,8626,76,68734,3
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,8582,76,68537,4
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,13211,103,93227,5
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,7390,71,61543,2
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,8521,72,63748,3
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,6595,51,46470,2
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,11998,109,86716,4
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,12108,110,94317,4
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,16480,130,109416,5
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,12637,115,91078,5
2026-05-17,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,8035,69,63610,3
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,19421,170,159269,8
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,24688,195,173853,9
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,14867,150,150060,5
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,16689,139,129880,6
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,15976,163,142862,6
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,13880,136,114090,5
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,31092,249,219694,11
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,22107,185,160973,8
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,19420,183,152775,8
2026-05-18,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,24101,208,175769,9
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,28709,241,221945,11
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,19953,159,156029,7
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,13411,120,114264,6
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,9658,82,78375,3
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,19595,197,165619,9
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,19258,169,158205,8
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,22579,227,215277,10
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,21432,207,184287,10
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,26185,201,181023,9
2026-05-19,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,20093,161,144873,6
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,9475,94,93181,4
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,17491,176,145409,7
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,21078,173,142145,8
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,12110,110,97824,4
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,9407,82,79715,3
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,20239,182,146480,7
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,28182,218,200724,8
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,14640,132,129572,6
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,20629,208,175505,9
2026-05-20,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,12898,117,96156,4
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,8072,83,79610,3
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,22847,207,172807,7
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,17742,171,150118,6
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,9958,97,79292,4
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,11475,92,87581,4
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,24445,207,160080,9
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,24195,244,232601,10
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,10803,100,85940,4
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,12337,106,87343,5
2026-05-21,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,23357,203,171295,7
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,23510,191,165665,8
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,26118,225,201073,12
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,10141,99,86005,4
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,13944,107,98294,4
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,10362,105,100875,5
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,23220,227,196457,8
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,22263,201,193193,9
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,23087,205,198982,9
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,13248,110,100796,4
2026-05-22,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,27206,222,211425,11
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,6011,58,59542,2
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,9730,89,75042,3
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,10702,91,80246,3
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,5903,55,50684,2
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,6448,51,48381,2
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,9690,82,78321,3
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,10450,89,87864,3
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,11298,88,76051,4
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,5933,46,45835,2
