date,store_code,store_name,store_type,city,category,traffic,transactions,units_sold,gross_sales,discount_amt,net_sales,avg_ticket
2026-04-22,MD01,명동본점,flagship,서울,페이스마스크,804,14,19,419171,0,419171,29940
2026-04-22,MD01,명동본점,flagship,서울,헤어,804,8,12,275014,0,275014,34376
2026-04-22,GN01,강남신세계,dept,서울,기프트,539,6,10,732180,0,732180,122030
2026-04-22,GN01,강남신세계,dept,서울,립,539,10,15,210211,0,210211,21021
2026-04-22,GN01,강남신세계,dept,서울,마사지바,539,7,8,162160,0,162160,23165
2026-04-22,GN01,강남신세계,dept,서울,바디로션바,539,4,5,102038,0,102038,25509
2026-04-22,GN01,강남신세계,dept,서울,배쓰밤,539,39,50,692346,0,692346,17752
2026-04-22,GN01,강남신세계,dept,서울,비누,539,10,16,242781,25590,217191,21719
2026-04-22,GN01,강남신세계,dept,서울,샤워젤,539,5,7,139093,16667,122426,24485
2026-04-22,GN01,강남신세계,dept,서울,샴푸바,539,11,16,372682,0,372682,33880
2026-04-22,GN01,강남신세계,dept,서울,액세서리,539,2,3,27271,0,27271,13635
2026-04-22,GN01,강남신세계,dept,서울,페이스마스크,539,15,23,486944,0,486944,32462
2026-04-22,GN01,강남신세계,dept,서울,헤어,539,6,8,185015,0,185015,30835
2026-04-22,HD01,홍대,street,서울,기프트,566,5,8,602729,0,602729,120545
2026-04-22,HD01,홍대,street,서울,립,566,9,12,167834,0,167834,18648
2026-04-22,HD01,홍대,street,서울,마사지바,566,5,8,168641,0,168641,33728
2026-04-22,HD01,홍대,street,서울,바디로션바,566,4,6,123081,0,123081,30770
2026-04-22,HD01,홍대,street,서울,배쓰밤,566,30,37,526244,0,526244,17541
2026-04-22,HD01,홍대,street,서울,비누,566,7,10,143245,14530,128715,18387
2026-04-22,HD01,홍대,street,서울,샤워젤,566,6,7,136961,16026,120935,20155
2026-04-22,HD01,홍대,street,서울,샴푸바,566,10,13,284353,0,284353,28435
2026-04-22,HD01,홍대,street,서울,액세서리,566,2,3,26969,0,26969,13484
2026-04-22,HD01,홍대,street,서울,페이스마스크,566,12,18,386644,0,386644,32220
2026-04-22,HD01,홍대,street,서울,헤어,566,5,6,143704,0,143704,28740
2026-04-22,JS01,잠실롯데,dept,서울,기프트,535,7,10,737795,0,737795,105399
2026-04-22,JS01,잠실롯데,dept,서울,립,535,9,13,173596,0,173596,19288
2026-04-22,JS01,잠실롯데,dept,서울,마사지바,535,4,5,101005,0,101005,25251
2026-04-22,JS01,잠실롯데,dept,서울,바디로션바,535,5,6,122426,0,122426,24485
2026-04-22,JS01,잠실롯데,dept,서울,배쓰밤,535,31,52,714155,0,714155,23037
2026-04-22,JS01,잠실롯데,dept,서울,비누,535,7,9,126943,13833,113110,16158
2026-04-22,JS01,잠실롯데,dept,서울,샤워젤,535,5,6,119406,15244,104162,20832
2026-04-22,JS01,잠실롯데,dept,서울,샴푸바,535,10,16,367664,0,367664,36766
2026-04-22,JS01,잠실롯데,dept,서울,액세서리,535,3,4,35785,0,35785,11928
2026-04-22,JS01,잠실롯데,dept,서울,페이스마스크,535,10,16,343233,0,343233,34323
2026-04-22,JS01,잠실롯데,dept,서울,헤어,535,7,8,190433,0,190433,27204
2026-04-22,YD01,여의도IFC,mall,서울,기프트,354,2,2,156009,0,156009,78004
2026-04-22,YD01,여의도IFC,mall,서울,립,354,4,6,84384,0,84384,21096
2026-04-22,YD01,여의도IFC,mall,서울,마사지바,354,3,4,83518,0,83518,27839
2026-04-22,YD01,여의도IFC,mall,서울,바디로션바,354,3,4,85016,0,85016,28338
2026-04-22,YD01,여의도IFC,mall,서울,배쓰밤,354,18,30,398990,0,398990,22166
2026-04-22,YD01,여의도IFC,mall,서울,비누,354,4,5,70135,7276,62859,15714
2026-04-22,YD01,여의도IFC,mall,서울,샤워젤,354,3,4,74413,8302,66111,22037
2026-04-22,YD01,여의도IFC,mall,서울,샴푸바,354,7,9,210878,0,210878,30125
2026-04-22,YD01,여의도IFC,mall,서울,액세서리,354,2,3,27435,0,27435,13717
2026-04-22,YD01,여의도IFC,mall,서울,페이스마스크,354,8,11,239991,0,239991,29998
2026-04-22,YD01,여의도IFC,mall,서울,헤어,354,4,4,90859,0,90859,22714
2026-04-22,CE01,코엑스,mall,서울,기프트,443,4,5,357705,0,357705,89426
2026-04-22,CE01,코엑스,mall,서울,립,443,6,10,136673,0,136673,22778
2026-04-22,CE01,코엑스,mall,서울,마사지바,443,3,3,62571,0,62571,20857
2026-04-22,CE01,코엑스,mall,서울,바디로션바,443,2,2,43940,0,43940,21970
2026-04-22,CE01,코엑스,mall,서울,배쓰밤,443,23,38,546607,0,546607,23765
2026-04-22,CE01,코엑스,mall,서울,비누,443,6,7,104101,12859,91242,15207
2026-04-22,CE01,코엑스,mall,서울,샤워젤,443,5,6,114972,15146,99826,19965
2026-04-22,CE01,코엑스,mall,서울,샴푸바,443,6,8,180932,0,180932,30155
2026-04-22,CE01,코엑스,mall,서울,액세서리,443,2,2,18348,0,18348,9174
2026-04-22,CE01,코엑스,mall,서울,페이스마스크,443,8,12,259292,0,259292,32411
2026-04-22,CE01,코엑스,mall,서울,헤어,443,3,4,98419,0,98419,32806
2026-04-22,HN01,스타필드하남,mall,경기,기프트,491,6,9,671849,0,671849,111974
2026-04-22,HN01,스타필드하남,mall,경기,립,491,7,9,126154,0,126154,18022
2026-04-22,HN01,스타필드하남,mall,경기,마사지바,491,7,9,189930,0,189930,27132
2026-04-22,HN01,스타필드하남,mall,경기,바디로션바,491,5,7,141434,0,141434,28286
2026-04-22,HN01,스타필드하남,mall,경기,배쓰밤,491,36,47,621902,0,621902,17275
2026-04-22,HN01,스타필드하남,mall,경기,비누,491,9,11,167351,24374,142977,15886
2026-04-22,HN01,스타필드하남,mall,경기,샤워젤,491,6,9,170972,23223,147749,24624
2026-04-22,HN01,스타필드하남,mall,경기,샴푸바,491,9,14,337463,0,337463,37495
2026-04-22,HN01,스타필드하남,mall,경기,액세서리,491,2,2,18759,0,18759,9379
2026-04-22,HN01,스타필드하남,mall,경기,페이스마스크,491,13,21,441397,0,441397,33953
2026-04-22,HN01,스타필드하남,mall,경기,헤어,491,6,10,235181,0,235181,39196
2026-04-22,PG01,현대판교,dept,경기,기프트,479,6,8,624334,0,624334,104055
2026-04-22,PG01,현대판교,dept,경기,립,479,7,10,134550,0,134550,19221
2026-04-22,PG01,현대판교,dept,경기,마사지바,479,6,8,165005,0,165005,27500
2026-04-22,PG01,현대판교,dept,경기,바디로션바,479,4,5,102202,0,102202,25550
2026-04-22,PG01,현대판교,dept,경기,배쓰밤,479,30,47,657114,0,657114,21903
2026-04-22,PG01,현대판교,dept,경기,비누,479,10,15,224476,33456,191020,19102
2026-04-22,PG01,현대판교,dept,경기,샤워젤,479,6,8,153370,22006,131364,21894
2026-04-22,PG01,현대판교,dept,경기,샴푸바,479,12,17,389315,0,389315,32442
2026-04-22,PG01,현대판교,dept,경기,액세서리,479,3,4,34755,0,34755,11585
2026-04-22,PG01,현대판교,dept,경기,페이스마스크,479,17,23,504029,0,504029,29648
2026-04-22,PG01,현대판교,dept,경기,헤어,479,7,11,267788,0,267788,38255
2026-04-22,BS01,신세계센텀,dept,부산,기프트,357,4,6,462608,0,462608,115652
2026-04-22,BS01,신세계센텀,dept,부산,립,357,3,4,56967,0,56967,18989
2026-04-22,BS01,신세계센텀,dept,부산,마사지바,357,5,7,141097,0,141097,28219
2026-04-22,BS01,신세계센텀,dept,부산,바디로션바,357,4,5,107037,0,107037,26759
2026-04-22,BS01,신세계센텀,dept,부산,배쓰밤,357,19,30,402507,0,402507,21184
2026-04-22,BS01,신세계센텀,dept,부산,비누,357,5,7,102169,14265,87904,17580
2026-04-22,BS01,신세계센텀,dept,부산,샤워젤,357,3,4,76909,8616,68293,22764
2026-04-22,BS01,신세계센텀,dept,부산,샴푸바,357,7,10,224341,0,224341,32048
2026-04-22,BS01,신세계센텀,dept,부산,액세서리,357,1,1,9361,0,9361,9361
2026-04-22,BS01,신세계센텀,dept,부산,페이스마스크,357,9,12,254015,0,254015,28223
2026-04-22,BS01,신세계센텀,dept,부산,헤어,357,4,5,114563,0,114563,28640
2026-04-22,DG01,현대대구,dept,대구,기프트,303,2,2,144759,0,144759,72379
2026-04-22,DG01,현대대구,dept,대구,립,303,4,6,80320,0,80320,20080
2026-04-22,DG01,현대대구,dept,대구,마사지바,303,4,5,105692,0,105692,26423
2026-04-22,DG01,현대대구,dept,대구,바디로션바,303,3,3,63670,0,63670,21223
2026-04-22,DG01,현대대구,dept,대구,배쓰밤,303,16,21,296298,0,296298,18518
2026-04-22,DG01,현대대구,dept,대구,비누,303,4,6,88051,11788,76263,19065
2026-04-22,DG01,현대대구,dept,대구,샤워젤,303,4,6,115462,16761,98701,24675
2026-04-22,DG01,현대대구,dept,대구,샴푸바,303,5,7,162281,0,162281,32456
2026-04-22,DG01,현대대구,dept,대구,액세서리,303,1,1,9222,0,9222,9222
2026-04-22,DG01,현대대구,dept,대구,페이스마스크,303,5,7,157595,0,157595,31519
2026-04-22,DG01,현대대구,dept,대구,헤어,303,3,4,91715,0,91715,30571
2026-04-23,MD01,명동본점,flagship,서울,기프트,957,13,20,1462689,0,1462689,112514
2026-04-23,MD01,명동본점,flagship,서울,립,957,12,15,214563,0,214563,17880
2026-04-23,MD01,명동본점,flagship,서울,마사지바,957,12,20,439625,0,439625,36635
2026-04-23,MD01,명동본점,flagship,서울,바디로션바,957,9,14,279709,0,279709,31078
2026-04-23,MD01,명동본점,flagship,서울,배쓰밤,957,58,89,1240313,0,1240313,21384
2026-04-23,MD01,명동본점,flagship,서울,비누,957,17,28,390098,43570,346528,20384
2026-04-23,MD01,명동본점,flagship,서울,샤워젤,957,10,14,277045,30770,246275,24627
2026-04-23,MD01,명동본점,flagship,서울,샴푸바,957,14,23,518535,0,518535,37038
2026-04-23,MD01,명동본점,flagship,서울,액세서리,957,4,6,52943,0,52943,13235
2026-04-23,MD01,명동본점,flagship,서울,페이스마스크,957,18,29,600783,0,600783,33376
2026-04-23,MD01,명동본점,flagship,서울,헤어,957,10,15,368220,0,368220,36822
2026-04-23,GN01,강남신세계,dept,서울,기프트,635,9,12,856232,0,856232,95136
2026-04-23,GN01,강남신세계,dept,서울,립,635,10,16,208448,0,208448,20844
2026-04-23,GN01,강남신세계,dept,서울,마사지바,635,7,11,239210,0,239210,34172
2026-04-23,GN01,강남신세계,dept,서울,바디로션바,635,5,7,154024,0,154024,30804
2026-04-23,GN01,강남신세계,dept,서울,배쓰밤,635,35,45,593206,0,593206,16948
2026-04-23,GN01,강남신세계,dept,서울,비누,635,14,21,308814,40101,268713,19193
2026-04-23,GN01,강남신세계,dept,서울,샤워젤,635,7,9,164603,21106,143497,20499
2026-04-23,GN01,강남신세계,dept,서울,샴푸바,635,11,14,312853,0,312853,28441
2026-04-23,GN01,강남신세계,dept,서울,액세서리,635,4,5,46802,0,46802,11700
2026-04-23,GN01,강남신세계,dept,서울,페이스마스크,635,15,19,393385,0,393385,26225
2026-04-23,GN01,강남신세계,dept,서울,헤어,635,6,9,201470,0,201470,33578
2026-04-23,HD01,홍대,street,서울,기프트,498,4,5,359559,0,359559,89889
2026-04-23,HD01,홍대,street,서울,립,498,5,7,98016,0,98016,19603
2026-04-23,HD01,홍대,street,서울,마사지바,498,4,5,100895,0,100895,25223
2026-04-23,HD01,홍대,street,서울,바디로션바,498,4,4,86379,0,86379,21594
2026-04-23,HD01,홍대,street,서울,배쓰밤,498,24,34,487414,0,487414,20308
2026-04-23,HD01,홍대,street,서울,비누,498,5,7,103388,12873,90515,18103
2026-04-23,HD01,홍대,street,서울,샤워젤,498,5,6,115234,11901,103333,20666
2026-04-23,HD01,홍대,street,서울,샴푸바,498,6,8,180783,0,180783,30130
2026-04-23,HD01,홍대,street,서울,액세서리,498,2,2,18189,0,18189,9094
2026-04-23,HD01,홍대,street,서울,페이스마스크,498,7,11,240069,0,240069,34295
2026-04-23,HD01,홍대,street,서울,헤어,498,5,6,140316,0,140316,28063
2026-04-23,JS01,잠실롯데,dept,서울,기프트,566,6,8,570587,0,570587,95097
2026-04-23,JS01,잠실롯데,dept,서울,립,566,9,12,158303,0,158303,17589
2026-04-23,JS01,잠실롯데,dept,서울,마사지바,566,7,11,221603,0,221603,31657
2026-04-23,JS01,잠실롯데,dept,서울,바디로션바,566,4,6,126710,0,126710,31677
2026-04-23,JS01,잠실롯데,dept,서울,배쓰밤,566,33,45,593210,0,593210,17976
2026-04-23,JS01,잠실롯데,dept,서울,비누,566,9,14,210472,28635,181837,20204
2026-04-23,JS01,잠실롯데,dept,서울,샤워젤,566,9,12,229776,25421,204355,22706
2026-04-23,JS01,잠실롯데,dept,서울,샴푸바,566,11,13,309326,0,309326,28120
2026-04-23,JS01,잠실롯데,dept,서울,액세서리,566,3,4,37105,0,37105,12368
2026-04-23,JS01,잠실롯데,dept,서울,페이스마스크,566,20,32,695813,0,695813,34790
2026-04-23,JS01,잠실롯데,dept,서울,헤어,566,6,9,218468,0,218468,36411
2026-04-23,YD01,여의도IFC,mall,서울,기프트,404,3,4,292570,0,292570,97523
2026-04-23,YD01,여의도IFC,mall,서울,립,404,4,5,67655,0,67655,16913
2026-04-23,YD01,여의도IFC,mall,서울,마사지바,404,3,3,64550,0,64550,21516
2026-04-23,YD01,여의도IFC,mall,서울,바디로션바,404,2,2,41454,0,41454,20727
2026-04-23,YD01,여의도IFC,mall,서울,배쓰밤,404,23,34,446467,0,446467,19411
2026-04-23,YD01,여의도IFC,mall,서울,비누,404,4,6,88513,10055,78458,19614
2026-04-23,YD01,여의도IFC,mall,서울,샤워젤,404,5,7,129983,17904,112079,22415
2026-04-23,YD01,여의도IFC,mall,서울,샴푸바,404,5,6,140463,0,140463,28092
2026-04-23,YD01,여의도IFC,mall,서울,액세서리,404,2,2,17811,0,17811,8905
2026-04-23,YD01,여의도IFC,mall,서울,페이스마스크,404,7,9,187912,0,187912,26844
2026-04-23,YD01,여의도IFC,mall,서울,헤어,404,2,2,44686,0,44686,22343
2026-04-23,CE01,코엑스,mall,서울,기프트,531,4,6,446011,0,446011,111502
2026-04-23,CE01,코엑스,mall,서울,립,531,8,9,127449,0,127449,15931
2026-04-23,CE01,코엑스,mall,서울,마사지바,531,3,4,87041,0,87041,29013
2026-04-23,CE01,코엑스,mall,서울,바디로션바,531,4,6,124962,0,124962,31240
2026-04-23,CE01,코엑스,mall,서울,배쓰밤,531,16,21,296369,0,296369,18523
2026-04-23,CE01,코엑스,mall,서울,비누,531,8,13,180736,25705,155031,19378
2026-04-23,CE01,코엑스,mall,서울,샤워젤,531,5,7,131613,15203,116410,23282
2026-04-23,CE01,코엑스,mall,서울,샴푸바,531,7,8,184192,0,184192,26313
2026-04-23,CE01,코엑스,mall,서울,액세서리,531,1,1,8864,0,8864,8864
2026-04-23,CE01,코엑스,mall,서울,페이스마스크,531,12,19,397726,0,397726,33143
2026-04-23,CE01,코엑스,mall,서울,헤어,531,3,4,96446,0,96446,32148
2026-04-23,HN01,스타필드하남,mall,경기,기프트,563,6,8,609797,0,609797,101632
2026-04-23,HN01,스타필드하남,mall,경기,립,563,10,16,220076,0,220076,22007
2026-04-23,HN01,스타필드하남,mall,경기,마사지바,563,7,11,233938,0,233938,33419
2026-04-23,HN01,스타필드하남,mall,경기,바디로션바,563,4,5,102929,0,102929,25732
2026-04-23,HN01,스타필드하남,mall,경기,배쓰밤,563,25,36,483849,0,483849,19353
2026-04-23,HN01,스타필드하남,mall,경기,비누,563,8,12,166635,23864,142771,17846
2026-04-23,HN01,스타필드하남,mall,경기,샤워젤,563,9,13,246078,31428,214650,23850
2026-04-23,HN01,스타필드하남,mall,경기,샴푸바,563,15,21,497964,0,497964,33197
2026-04-23,HN01,스타필드하남,mall,경기,액세서리,563,3,4,34743,0,34743,11581
2026-04-23,HN01,스타필드하남,mall,경기,페이스마스크,563,9,14,296287,0,296287,32920
2026-04-23,HN01,스타필드하남,mall,경기,헤어,563,7,9,206164,0,206164,29452
2026-04-23,PG01,현대판교,dept,경기,기프트,473,7,8,587105,0,587105,83872
2026-04-23,PG01,현대판교,dept,경기,립,473,7,9,124203,0,124203,17743
2026-04-23,PG01,현대판교,dept,경기,마사지바,473,7,8,161187,0,161187,23026
2026-04-23,PG01,현대판교,dept,경기,바디로션바,473,5,7,149301,0,149301,29860
2026-04-23,PG01,현대판교,dept,경기,배쓰밤,473,40,54,745921,0,745921,18648
2026-04-23,PG01,현대판교,dept,경기,비누,473,7,11,162665,19454,143211,20458
2026-04-23,PG01,현대판교,dept,경기,샤워젤,473,8,10,187656,26193,161463,20182
2026-04-23,PG01,현대판교,dept,경기,샴푸바,473,13,20,470983,0,470983,36229
2026-04-23,PG01,현대판교,dept,경기,액세서리,473,3,4,35724,0,35724,11908
2026-04-23,PG01,현대판교,dept,경기,페이스마스크,473,13,16,334168,0,334168,25705
2026-04-23,PG01,현대판교,dept,경기,헤어,473,7,9,203834,0,203834,29119
